pmid,title,abstract,date,journal,publication_type,year,classification
38025419,The role of IL-33 in depression: a systematic review and meta-analysis.,"Depression has long been considered a disease involving immune hyperactivation. The impact of pro-inflammatory cytokines such as TNF-α, IL-1β, IL-6, and IL-8 on depression has been widely studied. However, the effect of IL-33, another pro-inflammatory cytokine, has been less researched. Currently, research on the correlation between IL-33 and depression risk is inconsistent. In response to these divergent results, we conducted a review and meta-analysis aimed at resolving published research on the correlation between IL-33 and depression risk, and understanding the potential role of IL-33 in the development and treatment of depression. After searching different databases, we analyzed 8 studies. Our meta-analysis showed that IL-33 had a positive correlation with reduced risk of depression. The pooled standard mean differences (SMD) = 0.14, 95% confidence interval (CI): 0.05-0.24. Subgroup analysis results showed that IL-33 and ST2 levels in cerebrospinal fluid and serum is positive correlated with reduced risk of major depressive disorder (MDD) and bipolar disorder (BD). According to the characteristics of the included literature, the results mainly focuses on Caucasian. Furthermore, according to the subgroup analysis of depression-related data sources for disease or treatment, the correlation between IL-33 and depression risk is reflected throughout the entire process of depression development and treatment. Therefore, the change of IL-33 level in serum and cerebrospinal fluid can serve as useful indicators for assessing the risk of depression, and the biomarker provides potential treatment strategies for reducing the burden of the disease.",2023,Frontiers in psychiatry,Journal Article,2023,YES
38247415,A Deep Learning Driven Simulation Analysis of the Emotional Profiles of Depression Based on Facial Expression Dynamics.,": Diagnosis and assessment of depression rely on scoring systems based on questionnaires, either self-reported by patients or administered by clinicians, and observation of patient facial expressions during the interviews plays a crucial role in making impressions in clinical settings. Deep learning driven approaches can assist clinicians in the course of diagnosis of depression by recognizing subtle facial expressions and emotions in depression patients. : Seventeen simulated patients who acted as depressed patients participated in this study. A trained psychiatrist structurally interviewed each participant with moderate depression in accordance with a prepared scenario and without depressive features. Interviews were video-recorded, and a facial emotion recognition algorithm was used to classify emotions of each frame. : Among seven emotions (anger, disgust, fear, happiness, neutral, sadness, and surprise), sadness was expressed in a higher proportion on average in the depression-simulated group compared to the normal group. Neutral and fear were expressed in higher proportions on average in the normal group compared to the normal group. The overall distribution of emotions between the two groups was significantly different (<i>p</i> ＜ 0.001). Variance in emotion was significantly less in the depression-simulated group (<i>p</i> ＜ 0.05). : This study suggests a novel and practical approach to understand the emotional expression of depression patients based on deep learning techniques. Further research would allow us to obtain more perspectives on the emotional profiles of clinical patients, potentially providing helpful insights in making diagnosis of depression patients.",2024-Feb-29,Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology,Journal Article,2024,YES
37789577,Lithium in bipolar depression: A review of the evidence.,"Lithium is widely used as treatment of acute mania and as prophylactic therapy for bipolar disorder. International and national guidelines also consider lithium as a possible treatment of acute bipolar depression. Research on the use of lithium in bipolar depression, however, seems to be limited compared to the data available for its efficacy in the other phases of bipolar disorder. To provide a systematic review of the evidence for lithium in the treatment of acute bipolar depression and provide directions for further research. A systematic review of clinical studies investigating the use of lithium in bipolar depression was performed using preferred reporting items for systematic reviews and meta-analyses guidelines in Pubmed, Embase and Psychinfo using the medical subjects headings and free text terms ""lithium,"" ""bipolar depression,"" ""dosage,"" ""serum concentration"" and ""bipolar disorders."" This review included 15 studies with a total of 1222 patients, between the age of 18 and 65, suffering from bipolar depression of which 464 were treated with lithium. There are currently only limited and low-quality data on the efficacy of lithium as a treatment of bipolar depression. It appears that there have been no placebo controlled randomized controlled trials with lithium concentrations that are considered to be therapeutic. The older studies suffered from limitations such as small sample sizes, insufficient treatment lengths, and insufficient monitoring of serum concentrations. In contrast to data for the treatment of mania and prophylaxis, robust data on the efficacy of lithium in bipolar depression is currently lacking, making it impossible to make conclusions regarding efficacy or inefficacy, for which further research is needed.",2023-Sep,Human psychopharmacology,Journal Article,2023,YES
38087201,Exploring the adaptive leisure activities of classified nursing model in elderly colon cancer patients: a perspective on interactive care.,"The aims of the study were first to explore the adaptive leisure activities of classified nursing model from the perspective of nurse-patient interactive care, and to explore its impact on the physical and mental health of patients with colon cancer. From September 2017 to March 2022 as the observation time node, 82 patients with colon cancer who met the established inclusion and exclusion criteria were regarded as the research objects through the random number table as the grouping tool. The two groups of patients were named as the research group and the control group, with 41 patients in each group. The control group implemented routine nursing measures, and the research group implemented classified nursing mode and adaptive leisure activity mode. The two groups of patients received 4 weeks of nursing intervention. With the help of self-rating anxiety scale, self-rating depression scale, self-care ability evaluation scale and health status survey brief form, the two groups of patients were compared before intervention and at the end of the 4th week after intervention. After the intervention, the anxiety score (t = 6.656, p < 0.001) and depression score (t = 4.851, p < 0.001) of the research group were lower than those of the control group, and the difference was statistically significant. After the intervention, the self-concept (t = 4.845, p < 0.001), self-responsibility (t = 6.071, p < 0.001), self-care skills (t = 3.341, p < 0.001), health knowledge (t = 3.698, p < 0.001) and total score (t = 9.246, p < 0.001) of the research group were higher than those of the control group, and the difference was statistically significant. After the intervention, physical functioning (t = 8.141, p < 0.001), bodily pain (t = 6.083, p < 0.001), general health (t = 9.424, p < 0.001), role-physical (t = 8.057, p < 0.001), role-emotional (t = 13.252, p < 0.001), mental health (t = 12.565, p < 0.001), social functioning (t = 10.813, p < 0.001) and vitality score (t = 12.890, p < 0.001) of the research group were higher than those of the control group, with significant differences. Interactive care through adaptive leisure nursing improves mental well-being, self-management, and psychosocial functioning in elderly colon cancer patients, promoting overall health.",2023-Dec-12,BMC palliative care,Journal Article,2023,YES
37956830,"Understanding the longitudinal associations between e-cigarette use and general mental health, social dysfunction and anhedonia, depression and anxiety, and loss of confidence in a sample from the UK: A linear mixed effect examination.","Our objective was to the longitudinal associations between e-cigarette use and general mental health, social dysfunction & anhedonia, depression & anxiety, and loss of confidence in a sample from the UK. We analyzed data of 19,706 participants from Wave 9 (collected from 2017 to 2018) and Wave 10 (collected from 2018 to 2019) of the Understanding Society: the UK Household Longitudinal Study using a confirmatory factor analysis, linear mixed effect model, and one-sample t-tests. We found that there is a significant time by e-cigarette use status interaction on mental health issues (b = 0.32, p < 0.001, 95 % C.I. [0.15, 0.49]), social dysfunction & anhedonia (b = 0.36, p < 0.001, 95 % C.I. [0.18, 0.54]), and loss of confidence (b = 0.24, p < 0.01, 95 % C.I. [0.06, 0.41]). Indeed, participants who became e-cigarette smokers at Wave 10 had worse mental health (t(107) = 2.64, p < 0.01, 95 % C.I. [0.07, 0.48], Cohen's d = 0.28), social dysfunction & anhedonia (t(107) = 3.16, p < 0.01, 95 % C.I. [0.12, 0.52], Cohen's d = 0.32), and loss of confidence (t(107) = 2.08, p < 0.05, 95 % C.I. [0.01, 0.37], Cohen's d = 0.19) comparing to one year ago. Limitations of this study included its self-report measures, unclassified e-cigarette type, limited generalizability to other populations, and lack of experimental manipulations. We revealed longitudinal associations between e-cigarette initiation and adverse general and dimensions of mental health except for depression and anxiety, which have significant implications for public health, specifically in terms of e-cigarette product regulation and advertising.",2024-Feb-01,Journal of affective disorders,Journal Article,2024,YES
37847498,Psychiatric Disorders Before and After Dementia Diagnosis.,"Little is known about the specific timing and sequence of incident psychiatric comorbidities at different stages of dementia diagnosis. To examine the temporal risk patterns of psychiatric disorders, including depression, anxiety, stress-related disorders, substance use disorders, sleep disorders, somatoform/conversion disorders, and psychotic disorders, among patients with dementia before, at the time of, and after receipt of a diagnosis. This population-based, nationwide cohort study analyzed data from 796 505 participants obtained from 6 registers between January 1, 2000, and December 31, 2017, including the Swedish registry for cognitive/dementia disorders. Patients with dementia were matched on year of birth (±3 years), sex, and region of residence with up to 4 controls. Data were analyzed between March 1, 2023, and August 31, 2023. Any cause of dementia and dementia subtypes. Flexible parametric survival models to determine the time-dependent risk of initial diagnosis of psychiatric disorders, from 7 years prior to dementia diagnosis to 10 years after diagnosis. Subgroup analysis was conducted for psychiatric drug use among persons receiving a diagnosis of dementia from January 1, 2011, to December 31, 2012. Of 796 505 patients included in the study (mean [SD] age at diagnosis, 80.2 [8.3] years; 448 869 (56.4%) female), 209 245 had dementia, whereas 587 260 did not, across 7 824 616 person-years. The relative risk of psychiatric disorders was consistently higher among patients with dementia compared with control participants and began to increase from 3 years before diagnosis (hazard ratio, [HR], 1.72; 95% CI, 1.67-1.76), peaked during the week after diagnosis (HR, 4.74; 95% CI, 4.21-5.34), and decreased rapidly thereafter. Decreased risk relative to controls was observed from 5 years after diagnosis (HR, 0.93; 95% CI, 0.87-0.98). The results were similar for Alzheimer disease, mixed dementia, vascular dementia and unspecified dementia. Among patients with dementia, markedly elevated use of psychiatric medications was observed in the year leading up to the dementia diagnosis and peaked 6 months after diagnosis. For example, antidepressant use was persistently higher among patients with dementia compared with controls, and the difference increased from 2 years before dementia diagnosis (15.9% vs 7.9%, P < .001), peaked approximately 6 months after dementia diagnosis (29.1% vs 9.7%, P < .001), and then decreased slowly from 3 years after diagnosis but remained higher than controls 5 years after diagnosis (16.4% vs 6.9%, P < .001). The findings of this cohort study that patients with dementia had markedly increased risks of psychiatric disorders both before and after dementia diagnosis highlight the significance of incorporating psychiatric preventative and management interventions for individuals with dementia across various diagnostic stages.",2023-Oct-02,JAMA network open,Journal Article,2023,YES
38041007,Mediation role of anxiety on social support and depression among diabetic patients in elderly caring social organizations in China during COVID-19 pandemic: a cross-sectional study.,"Diabetes has become a prominent global public health problem, which is an important cause of death, disease burden, and medical and health economic burden. Previous studies have reported that majority of persons diagnosed with diabetes later presented with psychological and mental health diseases. The study aimed to explore the mediation role of anxiety on social support and depression among diabetic patents in elderly caring social organizations (SOs). A multi-stage stratified cluster random sampling method was used in this cross-sectional study, and a questionnaire consisting of demographic questionnaire, MSPSS, GAD-7, and CES-D-10 was utilized to gather data. SPSS 22.0 and MPLUS 7.4 were used for statistical analysis. Spearman correlation analysis was employed to investigate correlations of key variables. A generalized linear model was used to exam factors associated with depression. Finally, the mediation effect among study variables was investigated by structural equation modeling (SEM). The average scores of social support, anxiety, and depression were 58.41 ± 14.67, 2.95 ± 3.95, and 7.24 ± 5.53, respectively. The factors of gender, social support, and anxiety were identified as significantly influential factors related to depression among diabetic patients in elderly caring SOs. The effect of social support on depression was significantly mediated by anxiety (β = -0.467, 95%CI: -0.813 to -0.251). Furthermore, anxiety partially mediated the relationship between family support and depression (β = -0.112, 95%CI: -0.229 to -0.012), and anxiety functioned as a complete mediator in the effect of significant others' support and depression (β = -0.135, 95%CI: -0.282 to -0.024). The indirect effect of social support on depression through anxiety among diabetic patients in elderly caring SOs was elucidated. Social support played a key role in maintaining and regulating their mental health, particularly from family and significant others. Social support provided by both family and significant others exerted an important influence on maintaining and regulating their mental health. In light of this pathway, the elderly caring SOs should enhance the magnitude of social support from these two sources, thereby diminishing the likelihood of experiencing anxiety and depression.",2023-Dec-01,BMC geriatrics,Journal Article,2023,YES
38025383,Association between dimensions of trauma-related psychopathology and asthma in trauma-exposed women.,"Exposure to traumatic events and stressful life experiences are associated with a wide range of adverse mental and physical health outcomes. Studies have found post-traumatic stress disorder (PTSD), depression, and anxiety sensitivity occurrence to be common in addition to inflammatory diseases like asthma, especially in women. Moreover, overlapping neurobiological mechanisms have been linked to both PTSD and asthma. In the current study, n = 508 women reported on presence of lifetime asthma diagnosis and symptoms of trauma-related psychopathology including PTSD and depression. A separate group of female participants (n = 64) reported on asthma, PTSD, depression and anxiety sensitivity, and underwent functional MRI scans during a fearful faces task, and their anterior insula responses were analyzed. Overall, PTSD and depression severity were significantly higher in those with asthma versus those without asthma. There was a positive association between anterior insula response to social threat cues and depression symptoms only among individuals without a lifetime presence of asthma. These findings provide continued evidence on the interactions between stress, neural mechanisms involved in interoception and salience detection, and trauma-related psychopathology.",2023,Frontiers in behavioral neuroscience,Journal Article,2023,YES
40777930,Relationship between sleep quality during pregnancy and postpartum anxiety: a prospective birth cohort study.,"The present study aimed to determine the relationship between sleep quality during pregnancy and postpartum anxiety. A total of 237 pregnant women participated in this birth cohort study, using the sequential sampling method. The data collection tools included a demographic information form, Pittsburgh Sleep Quality Inventory, and Spielberger State-Trait Anxiety Inventory. The PSQI was completed by the participants at 28 and 40 weeks of gestation, and the STAI was completed in two stages, that is, once in the third trimester and once at eight weeks postpartum. The mean global PSQI score of the participants was 8.11 (SD=5.41) in this study. Overall, 138 (58.2%) women had poor sleep quality. The mean score for overt anxiety was 36.58 (SD=9.37), and the mean score for latent anxiety was 37.56 (SD=9.44). There was a significant positive correlation between the total score of sleep quality during pregnancy and the scores of overt anxieties (r=0.314, P<0.001) and latent anxiety (r=0.344, P<0.001) after delivery. The results of the present study indicated a significant relationship between sleep quality during pregnancy and postpartum anxiety. Therefore, it is recommended to evaluate the quality of sleep of pregnant women and design appropriate interventions during pregnancy to reduce postpartum anxiety.",2024-Sep,African health sciences,Journal Article,2024,YES
39619492,Anxious Depression in Major Depressive Disorder: Key Influences and Prevalence in Chinese Hospitalized Patients.,"Anxious depression (AUD) is a common subtype of major depressive disorder (MDD) and has a significant negative impact on disease progression and patient prognosis. Our study aimed to determine the frequency of AUD in Chinese patients with MDD during their first hospitalization and to identify factors that may influence the emergence and intensity of these AUD. This study enrolled 981 Chinese MDD patients on their inaugural hospital admission. Data on demographic details, clinical profiles, and psychological symptoms-such as depression, anxiety, psychosis, and illness severity scores-were gathered and examined. The study found that 10.30% of the target population exhibited AUD. Compared with the non-AUD group, the AUD group had higher scores on Hamilton Depression Scale (HAMD), Positive symptom subscale of the Positive and Negative Symptom Scale (PSS), and Clinical Global Impression Scale - Severity of Illness (CGI-SI) and higher levels of fasting blood glucose (FBG), total cholesterol (TC), body mass index (BMI), systolic blood pressure (SBP) and diastolic blood pressure (DBP). In addition, higher scores of HAMD, PSS and CGI-SI were risk factors for increasing the severity of anxiety, higher TC level was contrary. This study reveals the prevalence of AUD in hospitalized patients with MDD and identifies clinical factors that contribute to the onset and progression of AUD. Reporting these clinical features may help establish potential markers for early recognition and intervention.",2024,Neuropsychiatric disease and treatment,Journal Article,2024,YES
39558048,Structural neural plasticity evoked by rapid-acting antidepressant interventions.,"A feature in the pathophysiology of major depressive disorder (MDD), a mood disorder, is the impairment of excitatory synapses in the prefrontal cortex. Intriguingly, different types of treatment with fairly rapid antidepressant effects (within days or a few weeks), such as ketamine, electroconvulsive therapy and non-invasive neurostimulation, seem to converge on enhancement of neural plasticity. However, the forms and mechanisms of plasticity that link antidepressant interventions to the restoration of excitatory synaptic function are still unknown. In this Review, we highlight preclinical research from the past 15 years showing that ketamine and psychedelic drugs can trigger the growth of dendritic spines in cortical pyramidal neurons. We compare the longitudinal effects of various psychoactive drugs on neuronal rewiring, and we highlight rapid onset and sustained time course as notable characteristics for putative rapid-acting antidepressant drugs. Furthermore, we consider gaps in the current understanding of drug-evoked in vivo structural plasticity. We also discuss the prospects of using synaptic remodelling to understand other antidepressant interventions, such as repetitive transcranial magnetic stimulation. Finally, we conclude that structural neural plasticity can provide unique insights into the neurobiological actions of psychoactive drugs and antidepressant interventions.",2025-Feb,Nature reviews. Neuroscience,Journal Article,2025,YES
40226675,The Pathologic Roles and Therapeutic Implications of Ghrelin/GHSR System in Mental Disorders.,"Ghrelin is a hormone consisting of 28 amino acids. Growth hormone secretagogue receptor (GHSR) is a receptor for ghrelin, which is expressed in the brain, pituitary gland, and adrenal glands, especially in the hypothalamus. The binding of ghrelin to the receptor 1a subtype mediates most of the biological effects of ghrelin. Ghrelin has a close relationship with the onset of psychosis. Ghrelin can affect the onset of psychosis by regulating neurotransmitters such as dopamine, γ-aminobutyric acid (GABA), and 5-hydroxytryptamine (5-HT) through the hypothalamus-pituitary-adrenal (HPA) axis, brain-gut axis, the mesolimbic dopamine system, and other ways. Ghrelin activates neuropeptide Y (NPY) in the hypothalamic arcuate nucleus (ARC) through the GHSR. Ghrelin binds to neurons in the ventral tegmental area (VTA), where it promotes the activity of dopamine neurons in the nucleus accumbens (NAcs) in a GHSR-dependent way, increasing dopamine levels and the reward system. This article summarized the recent research progress of ghrelin in depression, anxiety, schizophrenia, anorexia nervosa (AN), and bulimia nervosa (BN), and emphasized its potential application for psychiatric disorders treatment.",2024,Depression and anxiety,Journal Article,2024,YES
39412694,The Impact of a Creativity Camp Intervention on Depression and Well-Being in Adolescents.,"Depression is a serious public health problem that often emerges during adolescence. Many adolescents do not respond to standard treatments, necessitating the development of novel interventions. We conducted a preliminary study to assess the impact of a novel creative arts intervention on depression and well-being in adolescents. In this quasi-experimental study, 69 adolescents 12-17 years completed an 8-day ""Creativity Camp"" intervention encompassing multiple creative activities. Self-report questionnaires to measure depression, anxiety, and well-being were administered at five time points to allow examination of change across multiple temporal segments: the 2 weeks before the intervention, the 2 weeks during the intervention, the 2 weeks after the intervention, and the 6 months after the intervention. Adolescents were assigned to one of two groups to compare changes observed during the 2 week before-intervention period (Group A) to the changes observed during the intervention period (pre-post intervention) (Group B). According to both parent and child reports, pre-to-post-intervention, mean adolescent depressive symptoms significantly decreased, and these changes were sustained 2 weeks after the intervention and (according to parents) at the 6-month follow-up. There was preliminary evidence for improved well-being at post-intervention. Comparison of Group A's changes during the before-intervention period to Group B's changes pre-post intervention was significant for parent-reported depression. Preliminary evidence suggests that the Creativity Camp intervention may positively impact adolescent depression and well-being. This evidence highlights the importance of investigating and implementing treatment approaches focusing on creative arts for adolescents with depression.",2024-Oct-16,Child psychiatry and human development,Journal Article,2024,YES
39502832,Association Between Dietary Fiber and the Severity of Depression Symptoms.,"<b>Aim:</b> Our study is aimed at exploring the correlation between consumption of dietary fiber and the severity of depression symptoms. <b>Methods:</b> This study utilized data from the National Health and Nutrition Examination Survey spanning from 2007 to 2018, employing a cross-sectional design. The relationship between the severity of depression symptoms and intake of total cereals, vegetables, and fruits dietary fiber was assessed using both univariate and multivariate linear/logistic regression analyses. Stratified analyses were conducted based on hypertension, diabetes, dyslipidemia, cancer or malignancy, and cardiovascular disease. <b>Results:</b> This study included 28,852 participants who were classified into 21,696 with nondepression symptoms, 4614 with mild depression symptoms, 1583 with moderate depression symptoms, 684 with moderately severe depression symptoms, and 275 with severe depression symptoms. After adjusting all confounding factors, we observed a negative correlation between total dietary fiber and depression symptoms (beta = -0.004, 95% confidence intervals [CIs]: -0.006, -0.002). Taking nondepression symptoms as a reference, total dietary fiber was found to have an inverse association with moderate (OR = 0.976, 95% CI: 0.962-0.991), moderately severe (OR = 0.963, 95% CI: 0.938-0.990), and severe depression symptoms (OR = 0.960, 95% CI: 0.921-1.001; marginal significance), respectively. <b>Conclusion:</b> The intakes of total dietary fibers might be related to moderate/moderately severe/severe depression symptoms, and a negative association was shown between total dietary fiber intakes and the risk of depression symptoms.",2024,Behavioural neurology,Journal Article,2024,YES
39700437,CAMONCO 2: Results From a Randomized Controlled Trial Comparing Open Dialogue About Complementary Alternative Medicine and Standard Care on Patients' Quality of Life.,"This randomized controlled trial aimed to investigate the impact of OD-CAM on patients' quality of life (QoL), emotional well-being, decision regret, and survival. Patients undergoing antineoplastic treatment were randomly allocated to receive standard care (SC) plus OD-CAM or SC alone. The primary end point was patient-reported QoL 8 weeks after enrollment. Secondary end points included patient-reported QoL, anxiety, depression, and decision regret at 12 and 24 weeks after enrollment and overall survival at 52 weeks after enrollment. Patient-reported outcomes were evaluated using the European Organisation for Research and Treatment of Cancer Computer Adaptive Test Core questionnaire, the Hospital Anxiety and Depression questionnaire, and the Decision Regret Scale. A total of 210 patients were equally randomly assigned, leaving 105 patients in each group. No significant differences were observed in QoL, well-being, decision regret, or survival between the groups. OD-CAM did not demonstrate superiority over SC in enhancing the QoL and well-being of patients undergoing antineoplastic treatment. Increased levels of anxiety and fatigue might result from OD-CAM, underscoring the importance of the person-oriented approach inherent in OD-CAM. OD-CAM may hold clinical significance, especially for those already inclined toward CAM; however, further investigation into the essential components of OD-CAM and the characteristics of patients who are most likely to experience significant improvements of OD-CAM is recommended.",2024-Dec-19,JCO oncology practice,Journal Article,2024,YES
39638054,"Exploring the associations between the presence, characteristics, and biopsychosocial covariates of pain and lifetime depression in adolescents: A cross-sectional ABCD study analysis.","Depression and pain co-occur, even during adolescence. However, there is limited knowledge on the association between pain and lifetime depression, and which biopsychosocial measures are associated with this co-occurrence. Cross-sectional analysis of the Adolescent Brain and Cognitive Development (ABCD) two-year follow-up. We explored associations between the presence and characteristics of past month pain (intensity, duration, activity limitations, and number of pain sites) and lifetime depression using logistic regression. We explored associations of brain structure, physical, behavioural, emotional, social, and cognitive measures with lifetime depression and past month pain compared to having had one or neither condition using multinomial logistic regression. A total of 5211 adolescents (mean age = 12.0 years) who had: (1) no lifetime mental ill-health and no pain (n = 3327); (2) pain only (n = 1407); (3) lifetime depressive disorder but no pain (n = 272); and (4) lifetime depressive disorder and pain (n = 205) were included. Pain presence was associated with lifetime depression (OR[95%CI]: 1.76 [1.45, 2.13], p < 0.001). Pain-related activity limitations (1.13 [1.06, 1.21], p < 0.001) and the number of pain sites (1.06 [1.02, 1.09], p < 0.001) were associated with lifetime depression. Various behavioural, emotional, social, and cognitive, but not brain structure or physical measures, were associated with lifetime depression and past month pain. Longitudinal analyses should validate prognostic markers for predicting co-occurring depression and pain. Results support an association between the presence and characteristics of pain and lifetime depression during adolescence and could indicate the need for more integrated recognition and clinical care of youth experiencing both depression and pain.",2025-Mar-01,Journal of affective disorders,Journal Article,2025,YES
40086912,Effectiveness of enhanced group cognitive behaviour therapy for older adults (CBT-OA) with depression and anxiety: A replication study.,"Enhanced cognitive behavioural therapy for older adults (CBT-OA) modifies standard CBT to better address the needs of older adults, considering age-related impacts on learning. This study evaluated the effectiveness of Cassidy's manualized CBT-OA protocol (Cassidy, 2016a, 2016b) for late-life depression or anxiety in a larger sample at a different center. This retrospective observational study used a within-subject pre-/post-data design to evaluate the CBT-OA group for seniors with depression or anxiety. Outcome measure were compared before and after the CBT-OA intervention. A post-hoc analysis examined differential effects of age ('young-old' versus 'old-old'). CBT-OA groups were held in an urban, community-based geriatric psychiatry outpatient setting from 2015-2019. The analysis included forty community-dwelling outpatients over 65 years old with symptoms of late-life depression and/or anxiety. Cassidy's manualized CBT-OA protocol for late-life depression or anxiety was used. Five CBT-OA series were held, each lasting 7-9 weeks (average of 8 weeks) with 2-h weekly sessions, involving 6-9 participants per series. Outcome measures included the self-reported Beck Depression Inventory-II, Beck Anxiety Inventory, and Perceived Quality of Life Questionnaire. CBT-OA significantly improved mood, anxiety, and perceived quality of life, with the greatest gains in 'young-old' participants. This first replication study of Cassidy's CBT-OA protocol for late-life depression or anxiety showed similar positive findings. Future research should use a randomized-controlled design to examine CBT-OA's efficacy, considering different age groups, longer-term follow-up, and well-being measures aligned with positive psychiatry.",2025-Mar,International psychogeriatrics,Journal Article,2025,YES
39642469,Mindfulness-Based Stress Reduction Program for reducing anxiety and depression in hospital staff during a pandemic: A randomized controlled trial.,"Hospital staff have experienced an increase in psychopathological symptoms such as anxiety or depression during the COVID-19 pandemic. Thus, the aims of the present research were, firstly, to study the effectiveness of the Mindfulness-Based Stress Reduction Program in reducing psychopathological symptoms in hospital staff during the COVID-19 pandemic, as well as, its effectiveness in increasing mindfulness-related skills, self-compassion, body awareness, and reducing stress levels. This parallel randomized controlled trial consisted of 97 hospital workers who were divided into two groups: the experimental group (n = 54) and the control group (n = 44). To test the efficacy of the program, participants' levels of psychopathological symptoms, mindfulness-related skills, self-compassion, body awareness, and stress were assessed and compared before and after the intervention. The results show a significant group × time interaction and significant differences in somatizations (p = .03; η<sup>2</sup>p = .047), depression (p = .01; η<sup>2</sup>p = .103) and anxiety (p = .02; η<sup>2</sup>p = .054). As well as in the following secondary outcomes: from the Five Facet Mindfulness Questionnaire: Observing (p = .001; η<sup>2</sup>p = .176), acting with awareness (p = .01; η<sup>2</sup>p = .151), nonjudging; (p = .01; η<sup>2</sup>p = .103) and nonreactivity (p = .02; η<sup>2</sup>p = .101). In the Self-Compassion Scale: self-kindness (p = .029; η<sup>2</sup>p = .049), mindfulness (p = .033; η<sup>2</sup>p = .047), self-judgment (p = .016; η<sup>2</sup>p = .060) and isolation (p = .025; η<sup>2</sup>p = .051. And finally, in the Body awareness subscale from Self-Body Connection (p = .044; η<sup>2</sup>p = .042). These results highlight the importance of providing hospital staff with skills that help them connect in the present with their feelings and thoughts, without judgment and with self-compassion, to protect them from suffering an increase in their symptoms of somatization, anxiety, and depression, in adverse times like a pandemic.",2025-Jan,Journal of psychiatric research,Journal Article,2025,YES
40010905,A Pilot Open Trial of a Text Message Safety Behavior Fading Intervention for Appearance Concerns Among Women.,"Appearance concerns are a key feature in body dysmorphic disorder and eating disorders, and they have been found to be a common feature of social anxiety disorder. Given the lack of transdiagnostic treatments for appearance concerns, we developed a preliminary text-based intervention targeting appearance-related safety behaviors (ARSBs; i.e., maladaptive behavioral strategies that seek to mitigate the feared consequences of the evaluation of appearance). The intervention utilized a daily text-message protocol where individuals are asked to fade their behaviors, provided encouragement, and log ARSB use in the past day. We evaluated the efficacy of ARSB fading in two successive cohorts of women with elevated appearance concerns (Study 1 N = 38, Study 2 N = 39). We found that across both studies participants experienced large reductions in appearance concerns (d = .93-1.36) and eating disorder symptoms (d = 1.06-1.20) that were maintained 1 month after treatment. Further, participants experienced small-to-medium reductions in social anxiety (d = 0.38-0.58) and depression (d = 0.52-0.96) from pre- to posttreatment. Notably, there were missing data in both studies (31%-50%), but multiple imputation was used to observe stability of effects. We also collected and incorporated feedback on the treatment to optimize the treatment before conducting the second trial. While these changes did not lead to significant differences in study outcomes, the second cohort demonstrated greater adherence to treatment and found the treatment to be more credible than the first cohort. Further, we found that greater baseline ARSBs predicted greater pre- to follow-up changes in appearance concerns. Taken together, text-based ARSB fading appears to be a promising treatment, and further research on the treatment appears warranted.",2025-Mar,Behavior therapy,Journal Article,2025,YES
39354998,Academic and non-academic predictors of common mental health difficulties among university students during the COVID-19 pandemic.,"Public concern for the mental health of university students has been rising over recent years. Newly arising stressors associated with the COVID-19 pandemic could contribute to further mental health burden for students. This study aimed to understand the mental health status of university students at an early stage in the pandemic and to identify academic, non-academic, and COVID-19-related predictors of common mental health difficulties at this time. This study examined how academic and non-academic predictors relate to common mental health difficulties using a cross-sectional sample of university students (<i>n</i> = 3817). There were high levels of depression and anxiety during the pandemic, with more than 50% experiencing levels above the clinical cut offs. Academic stress, social isolation, intolerance of uncertainty, and more negative attitudes towards remote teaching and learning predicted higher levels of depression and anxiety. University identification predicted lower levels of depression whereas receiving a diagnosis of COVID-19 was associated with higher levels of depression. This study identified COVID-19-related factors that uniquely contributed to students' distress during the pandemic, over and above social connectivity variables. As COVID-19 factors, such as the uncertainty surrounding the pandemic, may have driven an increase in distress levels among students, these findings provide insights that could help universities and policymakers develop targeted interventions to support the mental health and well-being of university students during future crises.",2024,Frontiers in public health,Journal Article,2024,YES
