pmid,title,abstract,date,journal,publication_type,year
37800248,Application of SF-36 Health Status Survey in Patients with Arterial Hypertension.,"To estimate quality of life (QOL) in patients with arterial hypertension (AH) using SF-36 Health Status Survey. We included 268 patients (144 men, 124 women) with grade 1-3 AH (subgroup 1 - with coronary stenosis less than 50% (n=158), subgroup 2 - with coronary artery stenosis of 50% or more (n=110)). In the control group - 80 people (47 men, 33 women) without AH. Laboratory and instrumental methods included total cholesterol, low-density lipoprotein cholesterol, triglycerides, glucose, creatinine, electrocardiography, echocardiography, Doppler ultrasound of brachiocephalic arteries, stress echocardiography with physical exercises and coronary angiography. For QOL evaluation we used SF-36 Health Status Survey. According to the results of the SF-36 Health Status Survey, when assessing physical (PH) and mental (MH) among the groups, there was a significant decrease in summary points in patients of subgroup 2, in whom, according to coronary angiography, it was revealed stenosis of the carotid arteries 50% and more. Anxiety and depression predominated in men. Patients with corrected cholesterol and LDL-cholesterol levels, as well as after coronary angioplasty, were assessed for QOL with limited physical activity, but with high social functioning. AH, especially with hemodynamically significant atherosclerosis of the coronary arteries are the predictors for QOL worsening in cardiological patients, mostly in men. Using of the international questionnaire ""SF-36 Health Status Survey"" is advisable to assess the QOL in patients with cardiovascular diseases. In this sense, the interaction of a cardiologist and a psychotherapist is appropriate and justified for the most optimal management of a patient with this pathology.",2023-Oct,Psychiatria Danubina,Journal Article,2023
38239199,Cariprazine augmentation of clozapine in schizophrenia-a retrospective chart review.,"The aim of our study was to evaluate the efficacy of cariprazine augmentation of clozapine in treatment-resistant schizophrenia in a retrospective chart review. Among 916 medical records of schizophrenia patients, we identified 12 individuals treated with a combination of those drugs for a duration of 3-60 weeks [median 32 (10-40)]. Clinical Global Impression-Improvement (CGI-I) scores were used to measure the treatment response between the introduction of cariprazine augmentation of clozapine and the last point of observation. The majority of the patients presented treatment response (9/12 patients, 75%) after 4-16 weeks of therapy [median 6 (4-12)]. Treatment was associated with the decrease in positive, negative, affective, and anxiety symptom severity, as well as improvement of patient global functioning. One patient discontinued the treatment due to side effects (akathisia), and two patients halted the therapy due to the exacerbation of psychotic symptoms. Our study presents a thorough clinical description of the largest number of treatment-resistant schizophrenia patients medicated using cariprazine augmentation of clozapine in a ""real-world"" setting. Our results suggest that the use of this combination may lead to the improvement in a broad range of symptoms of patients with this condition.",2023,Frontiers in pharmacology,Journal Article,2023
38694998,Bipolar II Disorder: Understudied and Underdiagnosed.,"Despite its inclusion as a distinct entity in APA's <i>Diagnostic and Statistical Manual of Mental Disorders</i> since 1994, bipolar II disorder remains a surprisingly neglected psychiatric condition. Understudied and underrecognized, bipolar II disorder is often misdiagnosed and misunderstood, even by experienced clinicians. As a result, patients typically experience symptoms for more than 10 years before receiving the correct diagnosis. Incorrect diagnosis leads to incorrect treatment, including overuse of monoaminergic antidepressant medications, with resultant declines in functioning and worse quality of life. Perhaps because of its underrecognition, treatment studies of bipolar II disorder are limited, and, too often, results of bipolar I disorder studies are applied to bipolar II disorder, with no direct evidence supporting this practice. Bipolar II disorder is an understudied and unmet treatment challenge in psychiatry. In this review, the authors provide a broad overview of bipolar II disorder, including differential diagnosis, course of illness, comorbid conditions, and suicide risk. The authors summarize treatment studies specific to bipolar II disorder, identifying gaps in the literature. This review reveals similarities between bipolar I and bipolar II disorders, including risks of suicide and predominance of depression over the course of illness, but also differences between the phenotypes in treatment response, for example, to antidepressant medications.",2023-Oct,Focus (American Psychiatric Publishing),Journal Article,2023
38025383,Association between dimensions of trauma-related psychopathology and asthma in trauma-exposed women.,"Exposure to traumatic events and stressful life experiences are associated with a wide range of adverse mental and physical health outcomes. Studies have found post-traumatic stress disorder (PTSD), depression, and anxiety sensitivity occurrence to be common in addition to inflammatory diseases like asthma, especially in women. Moreover, overlapping neurobiological mechanisms have been linked to both PTSD and asthma. In the current study, n = 508 women reported on presence of lifetime asthma diagnosis and symptoms of trauma-related psychopathology including PTSD and depression. A separate group of female participants (n = 64) reported on asthma, PTSD, depression and anxiety sensitivity, and underwent functional MRI scans during a fearful faces task, and their anterior insula responses were analyzed. Overall, PTSD and depression severity were significantly higher in those with asthma versus those without asthma. There was a positive association between anterior insula response to social threat cues and depression symptoms only among individuals without a lifetime presence of asthma. These findings provide continued evidence on the interactions between stress, neural mechanisms involved in interoception and salience detection, and trauma-related psychopathology.",2023,Frontiers in behavioral neuroscience,Journal Article,2023
37970341,Safety of dendritic cell and cytokine-induced killer (DC-CIK) cell-based immunotherapy in patients with solid tumor: a retrospective study in China.,"Systematic assessment of adverse side effects of Adoptive T cell therapy, especially cytokine-induced killer cell and dendric cell treatment Dendritic cells-Cytokine-induced killer (DC-CIK) therapy, especially when combined with chemotherapy, has not been reported. Totally 1100 consecutive patients (2504 trail cycles) enrolled in DC-CIK treatment trials at Beijing Shijitian Hospital between August 2012 and August 2022 were retrospectively reviewed. The 370 patients (34%)/815 cycles enrolled in our trial combined with chemotherapy. In total, 548 (cases)/870 (cycles) patients experienced AEs. The AE class was mainly composed of Neurological 34 cycles (4%), Musculoskeletal 28 cycles (3%), Immunopathies 5 cycles (1%), Hematological 521 cycles (60%), 224 general disorders and administration site conditions cycles (26%), Gastrointestinal 209 cycles (24%), Skin 15 cycles (2%), and 119 Metabolism and Nutrition disorders cycles (14%). The AE class of gastrointestinal (vomiting, P=0.025), nutritional (anorexia, P=0.016), and hematological disorders (anemia P<0.0001, leukopenia P<0.0001) appeared in the DC-CIK treatment and were mainly correlated with chemotherapy. Multiple logistic regression analysis suggested that regardless of whether DC-CIK was combined with chemotherapy, multi-line treatment was more prone to nausea, anorexia, fatigue, anemia, and leukopenia than first-line treatment. However, correlation analysis verified that increasing the number of cycles of DC-CIK treatment alone could reduce the incidence rate of fatigue (P=0.001), anorexia (P<0.0001), and anxiety (P=0.01). Most of the adverse side effects that occurred during autologous DC-CIK treatment were associated with combined or previously applied chemotherapeutic treatment, which also indicated that autologous DC-CIK anti-tumor therapy was safe.",2023,American journal of cancer research,Journal Article,2023
40777930,Relationship between sleep quality during pregnancy and postpartum anxiety: a prospective birth cohort study.,"The present study aimed to determine the relationship between sleep quality during pregnancy and postpartum anxiety. A total of 237 pregnant women participated in this birth cohort study, using the sequential sampling method. The data collection tools included a demographic information form, Pittsburgh Sleep Quality Inventory, and Spielberger State-Trait Anxiety Inventory. The PSQI was completed by the participants at 28 and 40 weeks of gestation, and the STAI was completed in two stages, that is, once in the third trimester and once at eight weeks postpartum. The mean global PSQI score of the participants was 8.11 (SD=5.41) in this study. Overall, 138 (58.2%) women had poor sleep quality. The mean score for overt anxiety was 36.58 (SD=9.37), and the mean score for latent anxiety was 37.56 (SD=9.44). There was a significant positive correlation between the total score of sleep quality during pregnancy and the scores of overt anxieties (r=0.314, P<0.001) and latent anxiety (r=0.344, P<0.001) after delivery. The results of the present study indicated a significant relationship between sleep quality during pregnancy and postpartum anxiety. Therefore, it is recommended to evaluate the quality of sleep of pregnant women and design appropriate interventions during pregnancy to reduce postpartum anxiety.",2024-Sep,African health sciences,Journal Article,2024
39619492,Anxious Depression in Major Depressive Disorder: Key Influences and Prevalence in Chinese Hospitalized Patients.,"Anxious depression (AUD) is a common subtype of major depressive disorder (MDD) and has a significant negative impact on disease progression and patient prognosis. Our study aimed to determine the frequency of AUD in Chinese patients with MDD during their first hospitalization and to identify factors that may influence the emergence and intensity of these AUD. This study enrolled 981 Chinese MDD patients on their inaugural hospital admission. Data on demographic details, clinical profiles, and psychological symptoms-such as depression, anxiety, psychosis, and illness severity scores-were gathered and examined. The study found that 10.30% of the target population exhibited AUD. Compared with the non-AUD group, the AUD group had higher scores on Hamilton Depression Scale (HAMD), Positive symptom subscale of the Positive and Negative Symptom Scale (PSS), and Clinical Global Impression Scale - Severity of Illness (CGI-SI) and higher levels of fasting blood glucose (FBG), total cholesterol (TC), body mass index (BMI), systolic blood pressure (SBP) and diastolic blood pressure (DBP). In addition, higher scores of HAMD, PSS and CGI-SI were risk factors for increasing the severity of anxiety, higher TC level was contrary. This study reveals the prevalence of AUD in hospitalized patients with MDD and identifies clinical factors that contribute to the onset and progression of AUD. Reporting these clinical features may help establish potential markers for early recognition and intervention.",2024,Neuropsychiatric disease and treatment,Journal Article,2024
39558048,Structural neural plasticity evoked by rapid-acting antidepressant interventions.,"A feature in the pathophysiology of major depressive disorder (MDD), a mood disorder, is the impairment of excitatory synapses in the prefrontal cortex. Intriguingly, different types of treatment with fairly rapid antidepressant effects (within days or a few weeks), such as ketamine, electroconvulsive therapy and non-invasive neurostimulation, seem to converge on enhancement of neural plasticity. However, the forms and mechanisms of plasticity that link antidepressant interventions to the restoration of excitatory synaptic function are still unknown. In this Review, we highlight preclinical research from the past 15 years showing that ketamine and psychedelic drugs can trigger the growth of dendritic spines in cortical pyramidal neurons. We compare the longitudinal effects of various psychoactive drugs on neuronal rewiring, and we highlight rapid onset and sustained time course as notable characteristics for putative rapid-acting antidepressant drugs. Furthermore, we consider gaps in the current understanding of drug-evoked in vivo structural plasticity. We also discuss the prospects of using synaptic remodelling to understand other antidepressant interventions, such as repetitive transcranial magnetic stimulation. Finally, we conclude that structural neural plasticity can provide unique insights into the neurobiological actions of psychoactive drugs and antidepressant interventions.",2025-Feb,Nature reviews. Neuroscience,Journal Article,2025
40226675,The Pathologic Roles and Therapeutic Implications of Ghrelin/GHSR System in Mental Disorders.,"Ghrelin is a hormone consisting of 28 amino acids. Growth hormone secretagogue receptor (GHSR) is a receptor for ghrelin, which is expressed in the brain, pituitary gland, and adrenal glands, especially in the hypothalamus. The binding of ghrelin to the receptor 1a subtype mediates most of the biological effects of ghrelin. Ghrelin has a close relationship with the onset of psychosis. Ghrelin can affect the onset of psychosis by regulating neurotransmitters such as dopamine, γ-aminobutyric acid (GABA), and 5-hydroxytryptamine (5-HT) through the hypothalamus-pituitary-adrenal (HPA) axis, brain-gut axis, the mesolimbic dopamine system, and other ways. Ghrelin activates neuropeptide Y (NPY) in the hypothalamic arcuate nucleus (ARC) through the GHSR. Ghrelin binds to neurons in the ventral tegmental area (VTA), where it promotes the activity of dopamine neurons in the nucleus accumbens (NAcs) in a GHSR-dependent way, increasing dopamine levels and the reward system. This article summarized the recent research progress of ghrelin in depression, anxiety, schizophrenia, anorexia nervosa (AN), and bulimia nervosa (BN), and emphasized its potential application for psychiatric disorders treatment.",2024,Depression and anxiety,Journal Article,2024
39522450,Glucocorticoids and behavior in non-human primates: A meta-analytic approach to unveil potential coping mechanisms.,"Glucocorticoids (GCs) mediate responses to energetic and psychosocial challenges and are associated with behavioral adjustments that form part of an adaptive vertebrate stress response. GCs and behavior can indirectly influence each other, leading to either an intensification or attenuation of stress responses. Exploring these GC-behavior relationships may offer insights into the beneficial aspects of behavior and help identify coping mechanisms that potentially enhance individual fitness. We conducted a systematic review of the relationship between GCs and several behavioral traits, as described in the literature on captive and wild primates, and evaluated the effect of different categorical factors on these relationships using a meta-analytic approach. According to the type of behavior, we grouped statistical measures into affiliative, agonistic, anxiety-like, and foraging domains which were further differentiated into behavioral subgroups. We also categorized measures based on setting, method, sex and age of individuals, and sample matrix involved in each primary study. Overall, we found that some affiliative and foraging behaviors are associated with lower GC levels, while agonistic and anxiety-like behaviors are linked to higher GC levels. Specifically, non-sexual affiliation and energetically inexpensive activities were negatively related to GCs. In contrast, inter- and intragroup aggression, noncommunicative and self-directed behaviors, and energetically expensive activities were positively related to GCs. By demonstrating how certain social, ecological and intrinsic factors affect the GC-behavior relationships, our study helps elucidate the contexts that may alleviate or intensify the stress responses in non-human primates.",2024-Nov,Hormones and behavior,Journal Article,2024
39412694,The Impact of a Creativity Camp Intervention on Depression and Well-Being in Adolescents.,"Depression is a serious public health problem that often emerges during adolescence. Many adolescents do not respond to standard treatments, necessitating the development of novel interventions. We conducted a preliminary study to assess the impact of a novel creative arts intervention on depression and well-being in adolescents. In this quasi-experimental study, 69 adolescents 12-17 years completed an 8-day ""Creativity Camp"" intervention encompassing multiple creative activities. Self-report questionnaires to measure depression, anxiety, and well-being were administered at five time points to allow examination of change across multiple temporal segments: the 2 weeks before the intervention, the 2 weeks during the intervention, the 2 weeks after the intervention, and the 6 months after the intervention. Adolescents were assigned to one of two groups to compare changes observed during the 2 week before-intervention period (Group A) to the changes observed during the intervention period (pre-post intervention) (Group B). According to both parent and child reports, pre-to-post-intervention, mean adolescent depressive symptoms significantly decreased, and these changes were sustained 2 weeks after the intervention and (according to parents) at the 6-month follow-up. There was preliminary evidence for improved well-being at post-intervention. Comparison of Group A's changes during the before-intervention period to Group B's changes pre-post intervention was significant for parent-reported depression. Preliminary evidence suggests that the Creativity Camp intervention may positively impact adolescent depression and well-being. This evidence highlights the importance of investigating and implementing treatment approaches focusing on creative arts for adolescents with depression.",2024-Oct-16,Child psychiatry and human development,Journal Article,2024
39633705,"Prevalence of Restless Leg Syndrome, Associated Variables and Impact on Sleep Quality in a Cohort of Patients with Neuropsychiatric Disorders.","Restless leg syndrome is a sensorimotor, sleep-related neurological disorder that is still an underdiagnosed condition characterized by an irresistible urge to move legs at rest, especially at night. Sleep being a vital component of comprehensive health is affected in RLS. The study was conducted to estimate the prevalence of restless leg syndrome (RLS) and its impact on sleep disturbance in patients presenting to the psychiatry clinic (outpatient psychiatric department). The present study was a cross-sectional, observational, single-center, interview-based study, conducted on 600 patients diagnosed with psychiatric illness. A questionnaire of the International Restless Leg Syndrome Scale (IRLS) was applied to assess the severity of RLS and sleep disturbance was assessed using the Pittsburgh Sleep Quality Index (PSQI) scale. It was found that among 600 psychiatric patients, the prevalence of RLS was 41.2% (247 patients). Major depressive disorder, migraine, and anxiety disorders show a high prevalence of RLS with a prevalence of 42.9%, 19.40%, and 15%respectively whereas alcohol use disorder has a low prevalence of 2.4%. The association between sleep and RLS was found to be statistically significant. RLS is a highly prevalent disorder, and it needs to be evaluated in patients with sleep disturbance especially those presenting with symptoms of mood, migraine, and anxiety. Individuals with RLS suffer difficulty falling asleep and have shorter and more fragmented sleep experiences, leading to poorer overall sleep quality.",2024,Nigerian medical journal : journal of the Nigeria Medical Association,Journal Article,2024
39502832,Association Between Dietary Fiber and the Severity of Depression Symptoms.,"<b>Aim:</b> Our study is aimed at exploring the correlation between consumption of dietary fiber and the severity of depression symptoms. <b>Methods:</b> This study utilized data from the National Health and Nutrition Examination Survey spanning from 2007 to 2018, employing a cross-sectional design. The relationship between the severity of depression symptoms and intake of total cereals, vegetables, and fruits dietary fiber was assessed using both univariate and multivariate linear/logistic regression analyses. Stratified analyses were conducted based on hypertension, diabetes, dyslipidemia, cancer or malignancy, and cardiovascular disease. <b>Results:</b> This study included 28,852 participants who were classified into 21,696 with nondepression symptoms, 4614 with mild depression symptoms, 1583 with moderate depression symptoms, 684 with moderately severe depression symptoms, and 275 with severe depression symptoms. After adjusting all confounding factors, we observed a negative correlation between total dietary fiber and depression symptoms (beta = -0.004, 95% confidence intervals [CIs]: -0.006, -0.002). Taking nondepression symptoms as a reference, total dietary fiber was found to have an inverse association with moderate (OR = 0.976, 95% CI: 0.962-0.991), moderately severe (OR = 0.963, 95% CI: 0.938-0.990), and severe depression symptoms (OR = 0.960, 95% CI: 0.921-1.001; marginal significance), respectively. <b>Conclusion:</b> The intakes of total dietary fibers might be related to moderate/moderately severe/severe depression symptoms, and a negative association was shown between total dietary fiber intakes and the risk of depression symptoms.",2024,Behavioural neurology,Journal Article,2024
39601014,Adult Phenotype of <i>CHD2</i>-Associated Disorders.,"Pathogenic <i>CHD2</i> variants are associated with neurodevelopmental disorders and developmental and epileptic encephalopathy. While pediatric <i>CHD2</i> phenotypes have been readily explored, adult phenotypes are not well understood. We aimed to investigate the phenotypic spectrum of adult patients with <i>CHD2</i> variants. Patients 18 years or older with likely pathogenic or pathogenic (LP/P) <i>CHD2</i> variants were included. We used standardized tools to evaluate current seizures, medication use, sleep, gastrointestinal symptoms, pain response, gait, social communication disorder, and adaptive behavioral skills of patients. In this prospective study, 14 unrelated adult patients (age range: 18-45 years, median: 21 years) with LP/P <i>CHD2</i> variants were described. Eleven novel variants were identified. No genotype-phenotype correlations were identified. 79% of adults still have ongoing seizures. Photosensitivity was present in 64% of adult patients. Autism spectrum disorder was diagnosed in 71% of patients. Only 29% were able to read and understand material at a sixth-grade level or higher. Behavioral issues were reported in 100% of adult patients, and 71% had internalizing features, such as anxiety. Self-injurious behaviors were present in 50%. Only 43% could ambulate independently. Additional characteristics included reflux (36%), constipation (71%), and abnormal pain responsiveness (43%). 1 patient presented with nonepileptic breath-holding spells leading to cyanosis. No patient could perform all basic activities of daily living independently, all the time. Higher seizure severity was associated with worse nonseizure outcomes (<i>p</i> = 0.04). Most adults with <i>CHD2</i> continue to have seizures, and seizure severity is associated with worse comorbidities such as maladaptive behaviors, gait, gastrointestinal, sleep, and abnormal pain responsiveness. Longevity has not been systematically studied in this group of patients. Here we describe a group of adult patients (up to 45 years of age) and the natural history of this condition. These data may provide prognostic insights for families of pediatric patients and help identify key points to be addressed in future precision trials for patients with <i>CHD2</i> variants.",2024-Dec,Neurology. Genetics,Journal Article,2024
39570991,"The interplay of fear of pain, emotional states, and pain perception in medical and nursing students: A cross-sectional study.","Fear of pain is known to influence pain perception and worsen pain outcomes. However, its relationship with pain threshold remains unclear. Negative emotional states, namely depression, anxiety, and stress, have been found to increase fear of pain. Previous pain experiences, both undergone and observed, can also influence fear of pain. Furthermore, healthcare students' interactions with pain patients may be influenced by fear of pain and pain perception. This study aimed to assess fear of pain among Portuguese medical and nursing students, analyse its association with sex, negative emotional states, previous pain experiences, and curricular year, and evaluate the influence of fear of pain on heat pain threshold. A survey based on validated Portuguese questionnaires was carried out. Participants were then invited for quantitative sensory tests to assess heat pain threshold. Fear of pain was similar for medical and nursing students. Female students presented a higher fear of medical pain. Stress was associated with an increased fear of severe pain. Previous painful experiences, particularly those involving medical procedures, have been found to be variably associated with fear of pain, depending on the type and characteristics of these experiences. No associations were found between fear of pain and curricular year, nor between heat pain threshold and sex or fear of pain. This study highlights relevant aspects of the emotional and cognitive modulation of fear of pain and pain perception in medical and nursing students. The influence of previous pain experiences on fear of pain is also essential because healthcare students are frequently exposed to painful medical situations during their courses. As altered pain perception can influence their role as future healthcare professionals, the study of fear of pain and its modulators in healthcare students represents an important research field.",2024,PloS one,Journal Article,2024
39700437,CAMONCO 2: Results From a Randomized Controlled Trial Comparing Open Dialogue About Complementary Alternative Medicine and Standard Care on Patients' Quality of Life.,"This randomized controlled trial aimed to investigate the impact of OD-CAM on patients' quality of life (QoL), emotional well-being, decision regret, and survival. Patients undergoing antineoplastic treatment were randomly allocated to receive standard care (SC) plus OD-CAM or SC alone. The primary end point was patient-reported QoL 8 weeks after enrollment. Secondary end points included patient-reported QoL, anxiety, depression, and decision regret at 12 and 24 weeks after enrollment and overall survival at 52 weeks after enrollment. Patient-reported outcomes were evaluated using the European Organisation for Research and Treatment of Cancer Computer Adaptive Test Core questionnaire, the Hospital Anxiety and Depression questionnaire, and the Decision Regret Scale. A total of 210 patients were equally randomly assigned, leaving 105 patients in each group. No significant differences were observed in QoL, well-being, decision regret, or survival between the groups. OD-CAM did not demonstrate superiority over SC in enhancing the QoL and well-being of patients undergoing antineoplastic treatment. Increased levels of anxiety and fatigue might result from OD-CAM, underscoring the importance of the person-oriented approach inherent in OD-CAM. OD-CAM may hold clinical significance, especially for those already inclined toward CAM; however, further investigation into the essential components of OD-CAM and the characteristics of patients who are most likely to experience significant improvements of OD-CAM is recommended.",2024-Dec-19,JCO oncology practice,Journal Article,2024
39638054,"Exploring the associations between the presence, characteristics, and biopsychosocial covariates of pain and lifetime depression in adolescents: A cross-sectional ABCD study analysis.","Depression and pain co-occur, even during adolescence. However, there is limited knowledge on the association between pain and lifetime depression, and which biopsychosocial measures are associated with this co-occurrence. Cross-sectional analysis of the Adolescent Brain and Cognitive Development (ABCD) two-year follow-up. We explored associations between the presence and characteristics of past month pain (intensity, duration, activity limitations, and number of pain sites) and lifetime depression using logistic regression. We explored associations of brain structure, physical, behavioural, emotional, social, and cognitive measures with lifetime depression and past month pain compared to having had one or neither condition using multinomial logistic regression. A total of 5211 adolescents (mean age = 12.0 years) who had: (1) no lifetime mental ill-health and no pain (n = 3327); (2) pain only (n = 1407); (3) lifetime depressive disorder but no pain (n = 272); and (4) lifetime depressive disorder and pain (n = 205) were included. Pain presence was associated with lifetime depression (OR[95%CI]: 1.76 [1.45, 2.13], p < 0.001). Pain-related activity limitations (1.13 [1.06, 1.21], p < 0.001) and the number of pain sites (1.06 [1.02, 1.09], p < 0.001) were associated with lifetime depression. Various behavioural, emotional, social, and cognitive, but not brain structure or physical measures, were associated with lifetime depression and past month pain. Longitudinal analyses should validate prognostic markers for predicting co-occurring depression and pain. Results support an association between the presence and characteristics of pain and lifetime depression during adolescence and could indicate the need for more integrated recognition and clinical care of youth experiencing both depression and pain.",2025-Mar-01,Journal of affective disorders,Journal Article,2025
39498382,"Clinical features and predictive nomogram for fatigue sequelae in non-severe patients infected with SARS-CoV-2 Omicron variant in Shanghai, China.","Patients with coronavirus disease 2019(COVID-2019) infections may still experience long-term effects, with fatigue being one of the most frequent ones. Clinical research on the long COVID in the Chinese population after infection is comparatively lacking. To collect and analyze the long-term effects of non-severe COVID-19 infection patients and to develop a model for the prediction of fatigue symptoms. 223 non-severe COVID-19 patients admitted to one designated hospital were enrolled after finish all the self-designed clinical information registration form and nine-month follow-up. We explored the frequency and symptom types of long COVID. Correlation analysis was done on the neuropsychological scale results. After cluster analysis, lasoo regression and logistic regressions, a nomogram prediction model was produced as a result of investigating the risk factors for fatigue. A total of 108 (48.4%) of the 223 non-severe COVID-19 patients reported sequelae for more than 4 weeks, and of these, 35 (15.7%) had fatigue sequelae that were scale-confirmed. Other sequelae of more than 10% were brain fog (<i>n</i> = 37,16.6%), cough (<i>n</i> = 26,11.7%) and insomnia (n = 23,10.3%). A correlation between depression and fatigue was discovered following the completion of neuropsychological scale. The duration of hospitalization, the non-use of antiviral medications in treatment, IL-6 and CD16+CD56<sup>+</sup> cell levels in blood are the main independent risk factors and predictors of fatigue sequelae in long COVID. Additionally, the neurology diseases and vaccination status may also influence the fatigue sequelae. Nearly half of the patients infected with COVID-19 Omicron variant complained of sequelae, and fatigue was the most common symptom, which was correlated with depression. Significant predictors of fatigue sequelae included length of hospitalization, non-use of antiviral drug, and immune-related serum markers of IL-6 and CD16+CD56<sup>+</sup> NK cell levels. The presence of neurology diseases and a lack of vaccination could also predict the occurrence of fatigue sequelae.",2024-Dec,"Brain, behavior, & immunity - health",Journal Article,2024
40086912,Effectiveness of enhanced group cognitive behaviour therapy for older adults (CBT-OA) with depression and anxiety: A replication study.,"Enhanced cognitive behavioural therapy for older adults (CBT-OA) modifies standard CBT to better address the needs of older adults, considering age-related impacts on learning. This study evaluated the effectiveness of Cassidy's manualized CBT-OA protocol (Cassidy, 2016a, 2016b) for late-life depression or anxiety in a larger sample at a different center. This retrospective observational study used a within-subject pre-/post-data design to evaluate the CBT-OA group for seniors with depression or anxiety. Outcome measure were compared before and after the CBT-OA intervention. A post-hoc analysis examined differential effects of age ('young-old' versus 'old-old'). CBT-OA groups were held in an urban, community-based geriatric psychiatry outpatient setting from 2015-2019. The analysis included forty community-dwelling outpatients over 65 years old with symptoms of late-life depression and/or anxiety. Cassidy's manualized CBT-OA protocol for late-life depression or anxiety was used. Five CBT-OA series were held, each lasting 7-9 weeks (average of 8 weeks) with 2-h weekly sessions, involving 6-9 participants per series. Outcome measures included the self-reported Beck Depression Inventory-II, Beck Anxiety Inventory, and Perceived Quality of Life Questionnaire. CBT-OA significantly improved mood, anxiety, and perceived quality of life, with the greatest gains in 'young-old' participants. This first replication study of Cassidy's CBT-OA protocol for late-life depression or anxiety showed similar positive findings. Future research should use a randomized-controlled design to examine CBT-OA's efficacy, considering different age groups, longer-term follow-up, and well-being measures aligned with positive psychiatry.",2025-Mar,International psychogeriatrics,Journal Article,2025
39642469,Mindfulness-Based Stress Reduction Program for reducing anxiety and depression in hospital staff during a pandemic: A randomized controlled trial.,"Hospital staff have experienced an increase in psychopathological symptoms such as anxiety or depression during the COVID-19 pandemic. Thus, the aims of the present research were, firstly, to study the effectiveness of the Mindfulness-Based Stress Reduction Program in reducing psychopathological symptoms in hospital staff during the COVID-19 pandemic, as well as, its effectiveness in increasing mindfulness-related skills, self-compassion, body awareness, and reducing stress levels. This parallel randomized controlled trial consisted of 97 hospital workers who were divided into two groups: the experimental group (n = 54) and the control group (n = 44). To test the efficacy of the program, participants' levels of psychopathological symptoms, mindfulness-related skills, self-compassion, body awareness, and stress were assessed and compared before and after the intervention. The results show a significant group × time interaction and significant differences in somatizations (p = .03; η<sup>2</sup>p = .047), depression (p = .01; η<sup>2</sup>p = .103) and anxiety (p = .02; η<sup>2</sup>p = .054). As well as in the following secondary outcomes: from the Five Facet Mindfulness Questionnaire: Observing (p = .001; η<sup>2</sup>p = .176), acting with awareness (p = .01; η<sup>2</sup>p = .151), nonjudging; (p = .01; η<sup>2</sup>p = .103) and nonreactivity (p = .02; η<sup>2</sup>p = .101). In the Self-Compassion Scale: self-kindness (p = .029; η<sup>2</sup>p = .049), mindfulness (p = .033; η<sup>2</sup>p = .047), self-judgment (p = .016; η<sup>2</sup>p = .060) and isolation (p = .025; η<sup>2</sup>p = .051. And finally, in the Body awareness subscale from Self-Body Connection (p = .044; η<sup>2</sup>p = .042). These results highlight the importance of providing hospital staff with skills that help them connect in the present with their feelings and thoughts, without judgment and with self-compassion, to protect them from suffering an increase in their symptoms of somatization, anxiety, and depression, in adverse times like a pandemic.",2025-Jan,Journal of psychiatric research,Journal Article,2025
40010905,A Pilot Open Trial of a Text Message Safety Behavior Fading Intervention for Appearance Concerns Among Women.,"Appearance concerns are a key feature in body dysmorphic disorder and eating disorders, and they have been found to be a common feature of social anxiety disorder. Given the lack of transdiagnostic treatments for appearance concerns, we developed a preliminary text-based intervention targeting appearance-related safety behaviors (ARSBs; i.e., maladaptive behavioral strategies that seek to mitigate the feared consequences of the evaluation of appearance). The intervention utilized a daily text-message protocol where individuals are asked to fade their behaviors, provided encouragement, and log ARSB use in the past day. We evaluated the efficacy of ARSB fading in two successive cohorts of women with elevated appearance concerns (Study 1 N = 38, Study 2 N = 39). We found that across both studies participants experienced large reductions in appearance concerns (d = .93-1.36) and eating disorder symptoms (d = 1.06-1.20) that were maintained 1 month after treatment. Further, participants experienced small-to-medium reductions in social anxiety (d = 0.38-0.58) and depression (d = 0.52-0.96) from pre- to posttreatment. Notably, there were missing data in both studies (31%-50%), but multiple imputation was used to observe stability of effects. We also collected and incorporated feedback on the treatment to optimize the treatment before conducting the second trial. While these changes did not lead to significant differences in study outcomes, the second cohort demonstrated greater adherence to treatment and found the treatment to be more credible than the first cohort. Further, we found that greater baseline ARSBs predicted greater pre- to follow-up changes in appearance concerns. Taken together, text-based ARSB fading appears to be a promising treatment, and further research on the treatment appears warranted.",2025-Mar,Behavior therapy,Journal Article,2025
